grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
X, ida, pdb, 15-puzzle, "6 0 14 12 1 15 9 10 11 4 7 2 8 3 5 13", 79, 43, 1951, 0.000567, 3.4409171076e+06
X, ida, pdb, 15-puzzle, "7 11 8 3 14 0 6 15 1 4 13 9 5 12 2 10", 68, 38, 18741, 0.003829, 4.8944894228e+06
X, ida, pdb, 15-puzzle, "6 12 11 3 13 7 9 15 2 14 8 10 4 1 5 0", 70, 36, 2195, 0.000637, 3.4458398744e+06
X, ida, pdb, 15-puzzle, "12 8 14 6 11 4 7 0 5 1 10 15 3 13 9 2", 64, 38, 13285, 0.002811, 4.7260761295e+06
X, ida, pdb, 15-puzzle, "14 3 9 1 15 8 4 5 11 7 10 13 0 2 12 6", 83, 45, 67442, 0.015850, 4.2550157729e+06
X, ida, pdb, 15-puzzle, "10 9 3 11 0 13 2 14 5 6 4 7 8 15 1 12", 57, 33, 26390, 0.005326, 4.9549380398e+06
X, ida, pdb, 15-puzzle, "7 3 14 13 4 1 10 8 5 12 9 11 2 15 6 0", 68, 38, 16102, 0.003495, 4.6071530758e+06
X, ida, pdb, 15-puzzle, "11 4 2 7 1 0 10 15 6 9 14 8 3 13 5 12", 62, 36, 7394, 0.001855, 3.9859838275e+06
X, ida, pdb, 15-puzzle, "5 7 3 12 15 13 14 8 0 10 9 6 1 4 2 11", 74, 40, 1602, 0.000570, 2.8105263158e+06
X, ida, pdb, 15-puzzle, "14 1 8 15 2 6 0 3 9 12 10 13 4 7 5 11", 75, 41, 9960, 0.002282, 4.3645924628e+06
X, ida, pdb, 15-puzzle, "13 14 6 12 4 5 1 0 9 3 10 2 15 11 8 7", 68, 36, 4420, 0.001087, 4.0662373505e+06
X, ida, pdb, 15-puzzle, "9 8 0 2 15 1 4 14 3 10 7 5 11 13 6 12", 70, 40, 5751, 0.001399, 4.1107934239e+06
X, ida, pdb, 15-puzzle, "12 15 2 6 1 14 4 8 5 3 7 0 10 13 9 11", 63, 37, 1006, 0.000326, 3.0858895706e+06
X, ida, pdb, 15-puzzle, "12 8 15 13 1 0 5 4 6 3 2 11 9 7 14 10", 80, 44, 12520, 0.002741, 4.5676760306e+06
X, ida, pdb, 15-puzzle, "14 10 9 4 13 6 5 8 2 12 7 0 1 3 11 15", 77, 43, 10019, 0.002352, 4.2597789116e+06
X, ida, pdb, 15-puzzle, "14 3 5 15 11 6 13 9 0 10 2 12 4 1 7 8", 80, 42, 5132, 0.001431, 3.5863032844e+06
X, ida, pdb, 15-puzzle, "6 11 7 8 13 2 5 4 1 10 3 9 14 0 12 15", 70, 38, 2775, 0.000786, 3.5305343511e+06
X, ida, pdb, 15-puzzle, "1 6 12 14 3 2 15 8 4 5 13 9 0 7 11 10", 77, 41, 22443, 0.004673, 4.8026963407e+06
X, ida, pdb, 15-puzzle, "12 6 0 4 7 3 15 1 13 9 8 11 2 14 5 10", 70, 40, 28390, 0.005485, 5.1759343665e+06
X, ida, pdb, 15-puzzle, "8 1 7 12 11 0 10 5 9 15 6 13 14 2 3 4", 80, 40, 11836, 0.002689, 4.4016362960e+06
X, ida, pdb, 15-puzzle, "9 0 4 10 1 14 15 3 12 6 5 7 11 13 8 2", 61, 35, 4901, 0.001843, 2.6592512208e+06
X, ida, pdb, 15-puzzle, "11 5 1 14 4 12 10 0 2 7 13 3 9 15 6 8", 66, 36, 2587, 0.000734, 3.5245231608e+06
X, ida, pdb, 15-puzzle, "8 13 10 9 11 3 15 6 0 1 2 14 12 5 4 7", 66, 36, 657, 0.000262, 2.5076335878e+06
X, ida, pdb, 15-puzzle, "4 5 7 2 9 14 12 13 0 3 6 11 8 1 15 10", 58, 32, 16515, 0.003769, 4.3817988856e+06
X, ida, pdb, 15-puzzle, "11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 0", 96, 52, 6076, 0.001411, 4.3061658398e+06
X, ida, pdb, 15-puzzle, "12 9 0 6 8 3 5 14 2 4 11 7 10 1 15 13", 68, 36, 6309, 0.001611, 3.9162011173e+06
X, ida, pdb, 15-puzzle, "3 14 9 7 12 15 0 4 1 8 5 6 11 10 2 13", 69, 39, 2017, 0.000667, 3.0239880060e+06
X, ida, pdb, 15-puzzle, "8 4 6 1 14 12 2 15 13 10 9 5 3 7 0 11", 67, 39, 32716, 0.007345, 4.4541865214e+06
X, ida, pdb, 15-puzzle, "6 10 1 14 15 8 3 5 13 0 2 7 4 9 11 12", 59, 35, 838, 0.000321, 2.6105919003e+06
X, ida, pdb, 15-puzzle, "8 11 4 6 7 3 10 9 2 12 15 13 0 1 5 14", 73, 41, 5462, 0.001212, 4.5066006601e+06
X, ida, pdb, 15-puzzle, "10 0 2 4 5 1 6 12 11 13 9 7 15 3 14 8", 69, 37, 1897, 0.000867, 2.1880046136e+06
X, ida, pdb, 15-puzzle, "12 5 13 11 2 10 0 9 7 8 4 3 14 6 15 1", 69, 39, 6200, 0.001481, 4.1863605672e+06
X, ida, pdb, 15-puzzle, "10 2 8 4 15 0 1 14 11 13 3 6 9 7 5 12", 76, 44, 25472, 0.005204, 4.8946963874e+06
X, ida, pdb, 15-puzzle, "10 8 0 12 3 7 6 2 1 14 4 11 15 13 9 5", 74, 42, 685, 0.000294, 2.3299319728e+06
X, ida, pdb, 15-puzzle, "14 9 12 13 15 4 8 10 0 2 1 7 3 11 5 6", 90, 50, 3705, 0.000982, 3.7729124236e+06
X, ida, pdb, 15-puzzle, "12 11 0 8 10 2 13 15 5 4 7 3 6 9 14 1", 72, 40, 10006, 0.002545, 3.9316306483e+06
X, ida, pdb, 15-puzzle, "13 8 14 3 9 1 0 7 15 5 4 10 12 2 6 11", 57, 33, 16002, 0.003726, 4.2946859903e+06
X, ida, pdb, 15-puzzle, "3 15 2 5 11 6 4 7 12 9 1 0 13 14 10 8", 59, 33, 6990, 0.001742, 4.0126291619e+06
X, ida, pdb, 15-puzzle, "5 11 6 9 4 13 12 0 8 2 15 10 1 7 3 14", 66, 38, 19439, 0.004029, 4.8247704145e+06
X, ida, pdb, 15-puzzle, "5 0 15 8 4 6 1 14 10 11 3 9 7 12 2 13", 69, 37, 5798, 0.001427, 4.0630693763e+06
X, ida, pdb, 15-puzzle, "15 14 6 7 10 1 0 11 12 8 4 9 2 5 13 3", 69, 37, 45931, 0.010655, 4.3107461286e+06
X, ida, pdb, 15-puzzle, "11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 0", 88, 48, 3864, 0.001424, 2.7134831461e+06
X, ida, pdb, 15-puzzle, "6 13 3 2 11 9 5 10 1 7 12 14 8 4 0 15", 59, 33, 6250, 0.001489, 4.1974479516e+06
X, ida, pdb, 15-puzzle, "4 6 12 0 14 2 9 13 11 8 3 15 7 10 1 5", 79, 43, 6020, 0.001438, 4.1863699583e+06
X, ida, pdb, 15-puzzle, "8 10 9 11 14 1 7 15 13 4 0 12 6 2 5 3", 74, 40, 3619, 0.001042, 3.4731285988e+06
X, ida, pdb, 15-puzzle, "5 2 14 0 7 8 6 3 11 12 13 15 4 10 9 1", 65, 33, 144032, 0.031134, 4.6261964412e+06
X, ida, pdb, 15-puzzle, "7 8 3 2 10 12 4 6 11 13 5 15 0 1 9 14", 65, 35, 3753, 0.000946, 3.9672304440e+06
X, ida, pdb, 15-puzzle, "11 6 14 12 3 5 1 15 8 0 10 13 9 7 4 2", 79, 45, 2068, 0.000694, 2.9798270893e+06
X, ida, pdb, 15-puzzle, "7 1 2 4 8 3 6 11 10 15 0 5 14 12 13 9", 56, 32, 18979, 0.004104, 4.6245126706e+06
X, ida, pdb, 15-puzzle, "7 3 1 13 12 10 5 2 8 0 6 11 14 15 4 9", 61, 35, 606, 0.000268, 2.2611940299e+06
X, ida, pdb, 15-puzzle, "6 0 5 15 1 14 4 9 2 13 8 10 11 12 7 3", 71, 39, 278756, 0.050377, 5.5333981777e+06
X, ida, pdb, 15-puzzle, "15 1 3 12 4 0 6 5 2 8 14 9 13 10 7 11", 62, 34, 4276, 0.001080, 3.9592592593e+06
X, ida, pdb, 15-puzzle, "5 7 0 11 12 1 9 10 15 6 2 3 8 4 13 14", 58, 32, 19324, 0.003785, 5.1054161162e+06
X, ida, pdb, 15-puzzle, "12 15 11 10 4 5 14 0 13 7 1 2 9 8 3 6", 74, 42, 117204, 0.022922, 5.1131663904e+06
X, ida, pdb, 15-puzzle, "6 14 10 5 15 8 7 1 3 4 2 0 12 9 11 13", 71, 37, 6443, 0.001573, 4.0959949142e+06
X, ida, pdb, 15-puzzle, "14 13 4 11 15 8 6 9 0 7 3 1 2 10 12 5", 86, 48, 13473, 0.002962, 4.5486158001e+06
X, ida, pdb, 15-puzzle, "14 4 0 10 6 5 1 3 9 2 13 15 12 7 8 11", 58, 34, 26874, 0.005349, 5.0241166573e+06
X, ida, pdb, 15-puzzle, "15 10 8 3 0 6 9 5 1 14 13 11 7 2 12 4", 75, 41, 4096, 0.001016, 4.0314960630e+06
X, ida, pdb, 15-puzzle, "0 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7", 66, 34, 5104, 0.001300, 3.9261538462e+06
X, ida, pdb, 15-puzzle, "3 14 13 6 4 15 8 9 5 12 10 0 2 7 1 11", 71, 41, 33484, 0.008494, 3.9420767601e+06
X, ida, pdb, 15-puzzle, "0 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15", 54, 30, 5476, 0.001379, 3.9709934735e+06
X, ida, pdb, 15-puzzle, "11 0 15 8 13 12 3 5 10 1 4 6 14 9 7 2", 79, 43, 1508, 0.000412, 3.6601941748e+06
X, ida, pdb, 15-puzzle, "13 0 9 12 11 6 3 5 15 8 1 10 4 14 2 7", 69, 39, 21516, 0.004993, 4.3092329261e+06
X, ida, pdb, 15-puzzle, "14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 0", 78, 44, 3378, 0.000923, 3.6598049837e+06
X, ida, pdb, 15-puzzle, "12 3 9 1 4 5 10 2 6 11 15 0 14 7 13 8", 67, 39, 1812, 0.000625, 2.8992000000e+06
X, ida, pdb, 15-puzzle, "15 8 10 7 0 12 14 1 5 9 6 3 13 11 4 2", 75, 41, 4735, 0.001212, 3.9067656766e+06
X, ida, pdb, 15-puzzle, "4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15", 60, 34, 86116, 0.017392, 4.9514719411e+06
X, ida, pdb, 15-puzzle, "6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15", 65, 37, 44779, 0.008827, 5.0729579699e+06
X, ida, pdb, 15-puzzle, "9 5 11 10 13 0 2 1 8 6 14 12 4 7 3 15", 66, 36, 74807, 0.012888, 5.8043916822e+06
X, ida, pdb, 15-puzzle, "15 2 12 11 14 13 9 5 1 3 8 7 0 10 6 4", 79, 43, 18039, 0.004035, 4.4706319703e+06
X, ida, pdb, 15-puzzle, "11 1 7 4 10 13 3 8 9 14 0 15 6 5 2 12", 68, 38, 21544, 0.004412, 4.8830462375e+06
X, ida, pdb, 15-puzzle, "5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3", 64, 36, 6633, 0.001642, 4.0395858709e+06
X, ida, pdb, 15-puzzle, "9 7 5 2 14 15 12 10 11 3 6 1 8 13 0 4", 75, 41, 28735, 0.005626, 5.1075364380e+06
X, ida, pdb, 15-puzzle, "3 2 7 9 0 15 12 4 6 11 5 14 8 13 10 1", 77, 41, 16377, 0.003472, 4.7168778802e+06
X, ida, pdb, 15-puzzle, "13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15", 64, 36, 6134, 0.001440, 4.2597222222e+06
X, ida, pdb, 15-puzzle, "5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2", 87, 45, 10007, 0.002074, 4.8249758920e+06
X, ida, pdb, 15-puzzle, "4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14", 68, 36, 55904, 0.010548, 5.2999620781e+06
X, ida, pdb, 15-puzzle, "1 7 15 14 2 6 4 9 12 11 13 3 0 8 5 10", 65, 37, 55852, 0.010506, 5.3162002665e+06
X, ida, pdb, 15-puzzle, "9 14 5 7 8 15 1 2 10 4 13 6 12 0 11 3", 64, 34, 455, 0.000226, 2.0132743363e+06
X, ida, pdb, 15-puzzle, "0 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6", 64, 36, 48561, 0.011069, 4.3871171741e+06
X, ida, pdb, 15-puzzle, "7 15 4 0 10 9 2 5 12 11 13 6 1 3 14 8", 77, 41, 1849, 0.000587, 3.1499148211e+06
X, ida, pdb, 15-puzzle, "11 4 0 8 6 10 5 13 12 7 14 3 1 2 9 15", 70, 38, 4612, 0.001099, 4.1965423112e+06
