grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
X, a*, gap, pancake28, "16 17 15 6 13 9 25 10 26 22 5 3 19 14 18 0 20 1 23 12 7 21 27 24 4 11 2 8", 27,27,14175,0.003314,4.27731e+06
X, a*, gap, pancake28, "6 2 19 23 11 16 8 12 20 21 0 1 5 13 17 10 24 4 18 22 7 15 26 25 27 9 3 14", 27,25,7398432,1.53197,4.82937e+06
X, a*, gap, pancake28, "1 18 9 22 19 12 16 11 26 20 13 14 5 25 24 17 6 2 10 0 4 21 7 8 15 23 27 3", 26,25,64341,0.012503,5.14604e+06
X, a*, gap, pancake28, "14 2 27 3 1 10 8 15 19 16 26 12 24 7 21 4 0 6 22 13 23 5 11 9 18 17 20 25", 28,27,475497,0.098459,4.82939e+06
X, a*, gap, pancake28, "5 27 18 10 4 22 19 13 9 2 0 26 8 1 17 7 25 11 21 20 15 16 12 6 23 24 3 14", 25,25,13446,0.002686,5.00596e+06
X, a*, gap, pancake28, "2 4 10 26 6 18 1 17 11 14 19 22 0 15 23 21 16 13 27 24 8 25 7 3 12 20 5 9", 29,28,260820,0.053256,4.89748e+06
X, a*, gap, pancake28, "7 25 2 26 11 24 1 0 4 8 10 19 18 5 27 17 13 21 15 6 14 9 12 3 16 23 22 20", 26,25,110403,0.023254,4.7477e+06
X, a*, gap, pancake28, "8 2 13 3 11 4 19 17 9 18 27 25 23 22 14 1 15 12 26 0 5 16 6 10 24 21 20 7", 26,26,22275,0.005339,4.17213e+06
X, a*, gap, pancake28, "6 12 7 17 15 20 3 24 16 18 8 10 21 22 9 19 4 0 11 27 2 26 13 1 25 14 23 5", 28,27,228609,0.048022,4.76051e+06
X, a*, gap, pancake28, "9 21 19 8 7 6 12 13 1 3 26 4 15 5 22 23 11 16 25 27 14 0 10 17 18 24 2 20", 24,23,64125,0.013249,4.83999e+06
X, a*, gap, pancake28, "11 17 27 4 21 2 23 16 26 7 24 18 6 25 19 1 0 10 9 15 12 5 13 8 14 3 22 20", 27,26,131247,0.026746,4.90716e+06
X, a*, gap, pancake28, "0 12 23 18 22 6 25 4 7 8 2 3 1 11 16 9 17 26 20 21 13 27 10 14 5 24 19 15", 26,25,113076,0.023274,4.85847e+06
X, a*, gap, pancake28, "8 3 11 9 2 21 23 24 1 13 19 27 6 5 7 17 22 10 14 25 26 15 18 4 20 0 12 16", 26,25,111888,0.023502,4.76079e+06
X, a*, gap, pancake28, "13 10 1 18 23 27 8 6 17 21 12 2 16 7 25 11 15 22 0 5 9 14 20 3 26 24 4 19", 29,28,271053,0.055408,4.89195e+06
X, a*, gap, pancake28, "8 7 12 24 25 5 23 4 13 0 27 18 14 19 16 2 15 1 21 26 20 6 10 3 22 11 9 17", 27,26,110862,0.024874,4.45694e+06
X, a*, gap, pancake28, "21 6 4 17 23 20 13 12 5 22 8 7 18 14 27 16 9 24 25 15 3 1 10 11 26 0 2 19", 25,24,207900,0.04422,4.70149e+06
X, a*, gap, pancake28, "5 27 25 16 15 20 22 8 24 14 18 26 6 11 21 9 3 4 17 19 7 10 23 13 0 12 2 1", 26,25,111861,0.022556,4.95926e+06
X, a*, gap, pancake28, "14 20 12 4 9 8 3 7 5 13 26 2 23 22 21 18 25 19 6 17 27 11 15 0 10 1 24 16", 26,25,199341,0.044908,4.43888e+06
X, a*, gap, pancake28, "3 19 10 21 26 16 23 24 5 7 18 22 11 8 15 1 4 20 9 12 0 2 27 25 14 13 17 6", 27,26,105084,0.022001,4.77633e+06
X, a*, gap, pancake28, "11 24 4 16 18 10 1 15 0 13 3 9 23 12 20 19 26 27 7 17 25 21 6 2 14 8 22 5", 27,26,64881,0.013243,4.89927e+06
X, a*, gap, pancake28, "19 20 2 9 16 14 27 12 24 26 3 0 25 11 17 5 21 22 10 4 8 23 1 18 7 13 15 6", 27,26,401517,0.089859,4.4683e+06
X, a*, gap, pancake28, "3 26 4 6 22 14 25 11 13 21 0 17 10 5 7 24 19 9 2 23 1 15 12 18 20 8 16 27", 27,27,13554,0.002643,5.12826e+06
X, a*, gap, pancake28, "14 5 1 16 19 23 15 4 8 20 6 17 24 2 10 25 0 7 18 21 11 13 9 3 27 26 12 22", 28,27,116721,0.023423,4.98318e+06
X, a*, gap, pancake28, "25 14 11 17 3 9 7 26 5 1 0 21 20 8 24 18 10 16 27 23 4 6 15 22 19 2 12 13", 26,25,107136,0.021576,4.96552e+06
X, a*, gap, pancake28, "17 20 25 19 5 12 10 7 6 3 9 11 0 24 26 18 4 14 22 21 13 2 27 1 23 8 16 15", 26,25,194940,0.042471,4.58996e+06
X, a*, gap, pancake28, "4 14 3 11 7 12 0 21 19 1 8 27 16 10 9 18 25 13 20 17 22 23 5 2 24 6 15 26", 27,26,227070,0.049263,4.60934e+06
X, a*, gap, pancake28, "4 18 23 25 20 7 24 6 16 11 27 17 19 3 13 12 2 1 0 15 22 26 8 9 21 10 14 5", 25,24,32724,0.006243,5.24171e+06
X, a*, gap, pancake28, "15 0 5 23 20 4 1 10 16 7 24 26 25 27 9 14 13 8 18 11 2 22 6 12 17 3 21 19", 28,26,17334081,3.59206,4.82566e+06
X, a*, gap, pancake28, "21 3 13 20 26 23 16 17 18 25 4 6 15 1 9 5 19 7 0 27 24 22 10 2 12 14 8 11", 27,26,405999,0.094132,4.31308e+06
X, a*, gap, pancake28, "14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17", 28,27,245025,0.052013,4.71084e+06
X, a*, gap, pancake28, "8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11", 27,27,31941,0.006616,4.82784e+06
X, a*, gap, pancake28, "2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4", 27,27,50598,0.01094,4.62505e+06
X, a*, gap, pancake28, "21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13", 27,27,31347,0.006209,5.04864e+06
X, a*, gap, pancake28, "24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22", 28,27,418230,0.090666,4.61286e+06
X, a*, gap, pancake28, "15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22", 25,25,6858,0.001544,4.44171e+06
X, a*, gap, pancake28, "27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26", 27,26,191457,0.040246,4.75717e+06
X, a*, gap, pancake28, "17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21", 27,27,15282,0.002906,5.25877e+06
X, a*, gap, pancake28, "23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10", 25,24,96363,0.020551,4.68897e+06
X, a*, gap, pancake28, "2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10", 28,27,272133,0.057457,4.73629e+06
X, a*, gap, pancake28, "16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10", 27,27,24732,0.005041,4.90617e+06
X, a*, gap, pancake28, "1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24", 27,26,114264,0.024798,4.60779e+06
X, a*, gap, pancake28, "1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2", 27,26,120258,0.024522,4.90409e+06
X, a*, gap, pancake28, "20 2 16 9 10 6 7 1 4 22 15 5 3 19 17 18 27 14 8 12 24 13 23 0 11 26 21 25", 26,25,728946,0.162903,4.47472e+06
X, a*, gap, pancake28, "2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5", 28,28,14985,0.003379,4.43474e+06
X, a*, gap, pancake28, "1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27", 26,25,33858,0.007528,4.49761e+06
X, a*, gap, pancake28, "25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21", 25,25,10881,0.00253,4.30079e+06
X, a*, gap, pancake28, "9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23", 26,26,15903,0.003738,4.25441e+06
X, a*, gap, pancake28, "18 2 7 13 11 19 24 21 22 23 4 20 25 17 10 16 6 5 0 8 15 9 14 3 12 26 1 27", 25,24,327645,0.078692,4.16364e+06
X, a*, gap, pancake28, "26 19 21 9 1 5 22 16 0 18 23 4 27 3 6 11 25 13 8 17 24 2 15 20 12 7 10 14", 29,28,777492,0.171425,4.53546e+06
X, a*, gap, pancake28, "25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1", 26,25,120609,0.025013,4.82185e+06
X, a*, gap, pancake28, "1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24", 25,25,6561,0.001285,5.10584e+06
X, a*, gap, pancake28, "3 26 8 6 5 16 25 12 23 20 10 21 13 0 22 19 17 11 7 4 15 14 1 9 24 2 18 27", 26,25,239544,0.052417,4.56997e+06
X, a*, gap, pancake28, "25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18", 28,27,206172,0.045819,4.49971e+06
X, a*, gap, pancake28, "15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5", 27,27,25893,0.005164,5.01414e+06
X, a*, gap, pancake28, "15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9", 27,26,235170,0.049747,4.72732e+06
X, a*, gap, pancake28, "14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23", 27,26,245106,0.053171,4.60977e+06
X, a*, gap, pancake28, "15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12", 27,27,26298,0.005146,5.11038e+06
X, a*, gap, pancake28, "24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23", 29,28,263439,0.054691,4.81686e+06
X, a*, gap, pancake28, "16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21", 26,25,96525,0.021222,4.54835e+06
X, a*, gap, pancake28, "1 7 12 23 14 8 22 4 18 25 11 10 6 17 13 21 24 15 5 16 20 27 2 3 19 9 0 26", 26,26,15471,0.002998,5.16044e+06
X, a*, gap, pancake28, "5 4 21 23 14 20 0 10 13 9 16 1 22 2 25 27 12 8 17 6 26 7 24 19 3 18 11 15", 27,27,14067,0.002724,5.1641e+06
X, a*, gap, pancake28, "5 14 16 8 15 21 11 4 17 27 0 18 13 20 23 19 6 2 7 1 25 24 22 26 10 12 9 3", 27,27,13284,0.003162,4.20114e+06
X, a*, gap, pancake28, "2 22 24 16 6 10 27 14 5 20 21 13 4 25 23 0 17 11 7 12 8 3 26 1 19 9 18 15", 27,27,6804,0.001357,5.014e+06
X, a*, gap, pancake28, "20 0 21 2 3 9 1 12 24 14 27 4 17 19 15 18 22 5 7 16 10 6 13 25 23 26 8 11", 28,27,265437,0.057848,4.58853e+06
X, a*, gap, pancake28, "25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23", 28,27,471690,0.098661,4.78092e+06
X, a*, gap, pancake28, "6 22 12 0 26 8 27 7 20 15 16 13 1 14 17 24 21 4 9 19 5 23 11 2 3 25 18 10", 27,26,106920,0.022444,4.76386e+06
X, a*, gap, pancake28, "15 0 6 9 8 25 2 16 26 1 14 12 13 5 27 23 17 11 10 20 4 21 24 7 19 22 18 3", 26,25,256311,0.065864,3.89152e+06
X, a*, gap, pancake28, "7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3", 25,25,10287,0.002269,4.53372e+06
X, a*, gap, pancake28, "7 12 15 13 3 5 22 26 23 18 20 16 1 6 8 19 21 10 4 9 25 11 14 0 24 27 2 17", 28,28,52299,0.01349,3.87687e+06
X, a*, gap, pancake28, "18 5 4 14 24 12 17 20 22 27 2 3 26 9 16 0 10 11 6 21 8 25 15 23 1 19 7 13", 26,25,31806,0.010389,3.06151e+06
X, a*, gap, pancake28, "24 1 15 12 22 27 13 2 10 19 14 3 17 23 21 9 0 6 18 7 20 11 16 26 5 25 4 8", 28,28,64800,0.016679,3.88513e+06
X, a*, gap, pancake28, "27 16 2 6 11 24 8 25 15 14 20 17 26 23 12 9 13 5 0 1 7 10 22 19 18 21 3 4", 25,24,67527,0.015675,4.30794e+06
X, a*, gap, pancake28, "16 13 7 6 12 4 10 8 0 24 2 18 17 21 25 19 11 5 14 15 26 23 9 1 27 22 3 20", 26,25,43686,0.012815,3.40897e+06
X, a*, gap, pancake28, "19 17 22 25 26 10 5 13 23 0 16 21 3 24 15 7 27 1 14 20 6 4 9 12 11 2 8 18", 27,26,123633,0.03069,4.02845e+06
X, a*, gap, pancake28, "27 22 24 4 1 14 17 12 21 20 23 2 8 13 25 16 7 9 3 10 26 11 6 15 0 19 18 5", 27,26,451035,0.121252,3.71981e+06
X, a*, gap, pancake28, "25 3 9 0 4 21 19 15 23 17 6 18 11 24 16 7 20 8 13 14 12 1 26 2 10 27 5 22", 27,27,23517,0.006368,3.693e+06
X, a*, gap, pancake28, "5 27 23 20 17 24 14 4 9 6 15 2 13 1 12 25 8 19 3 21 7 10 26 11 0 18 22 16", 29,28,427896,0.113292,3.77693e+06
X, a*, gap, pancake28, "2 26 17 23 3 16 20 15 12 7 13 19 24 11 5 10 21 27 1 9 0 25 14 6 22 8 18 4", 28,28,60318,0.01458,4.13704e+06
X, a*, gap, pancake28, "19 10 18 21 4 8 25 7 24 16 15 14 2 11 23 1 0 12 3 26 17 22 13 6 27 9 5 20", 26,25,64341,0.013931,4.61855e+06
X, a*, gap, pancake28, "27 13 21 26 14 11 16 2 7 9 4 10 8 25 6 24 17 20 15 22 23 12 5 3 19 18 1 0", 25,25,10287,0.002191,4.69512e+06
X, a*, gap, pancake28, "1 11 21 14 16 17 27 18 19 9 8 12 6 25 0 15 5 13 20 26 3 4 24 22 10 7 2 23", 25,24,56592,0.014889,3.80093e+06
X, a*, gap, pancake28, "13 27 7 16 24 25 8 12 0 26 22 14 2 15 4 23 9 21 19 18 1 17 20 6 5 3 10 11", 24,24,10125,0.002213,4.57524e+06
X, a*, gap, pancake28, "16 11 8 9 12 10 18 24 5 20 22 0 15 19 1 17 3 13 21 6 7 4 26 23 2 14 25 27", 25,25,10206,0.002148,4.7514e+06
X, a*, gap, pancake28, "7 16 13 3 22 6 5 19 24 11 8 25 21 14 4 9 1 10 17 20 15 23 27 2 12 26 18 0", 28,27,248805,0.052962,4.6978e+06
X, a*, gap, pancake28, "11 0 7 2 1 3 25 4 20 16 12 17 26 19 5 13 10 9 21 14 18 8 23 27 22 15 6 24", 27,26,217458,0.046704,4.65609e+06
X, a*, gap, pancake28, "4 22 23 2 14 6 20 18 27 21 3 15 16 17 1 12 10 24 11 13 5 9 19 25 26 7 0 8", 26,24,1991655,0.409987,4.85785e+06
X, a*, gap, pancake28, "7 5 27 2 22 16 25 26 13 23 3 17 15 21 12 24 10 9 14 19 1 4 8 0 18 20 6 11", 27,26,63936,0.012806,4.99266e+06
X, a*, gap, pancake28, "19 27 21 25 12 11 5 20 9 14 6 2 1 26 16 8 22 7 18 15 0 24 10 13 3 4 23 17", 26,25,209007,0.044541,4.69246e+06
X, a*, gap, pancake28, "4 24 26 18 23 7 2 3 6 0 12 8 15 25 21 17 5 1 13 22 16 10 20 27 11 14 9 19", 28,27,205308,0.042836,4.79288e+06
X, a*, gap, pancake28, "19 5 0 15 13 18 17 27 20 4 1 21 26 11 24 23 10 3 8 16 25 22 14 12 2 7 9 6", 27,26,393822,0.08341,4.72152e+06
X, a*, gap, pancake28, "24 14 2 0 18 6 25 22 7 5 10 12 16 1 11 20 19 8 4 13 21 23 27 3 15 17 26 9", 28,27,120933,0.024754,4.88539e+06
X, a*, gap, pancake28, "8 13 27 2 3 10 0 26 15 18 21 12 4 6 17 14 16 23 24 7 9 25 1 11 20 19 5 22", 26,25,61020,0.012081,5.05091e+06
X, a*, gap, pancake28, "17 13 10 15 23 3 9 12 0 25 18 6 14 27 22 21 20 19 7 2 5 24 4 8 26 1 16 11", 25,25,6669,0.001624,4.10653e+06
X, a*, gap, pancake28, "19 6 1 22 25 21 8 5 27 12 24 3 7 23 17 10 9 4 11 14 0 26 15 18 20 13 2 16", 28,27,258039,0.066288,3.8927e+06
X, a*, gap, pancake28, "24 6 5 2 18 4 23 15 22 14 11 27 26 17 10 20 16 3 8 13 7 1 21 19 25 12 0 9", 27,26,222345,0.056449,3.93887e+06
X, a*, gap, pancake28, "25 26 0 27 6 3 18 15 16 4 8 17 23 1 9 5 21 2 19 12 11 7 10 20 13 14 24 22", 25,24,115641,0.028517,4.05516e+06
X, a*, gap, pancake28, "21 14 1 10 22 18 2 25 8 27 15 6 5 12 0 24 17 4 20 19 11 23 13 7 3 16 26 9", 27,26,67851,0.015065,4.50388e+06
X, a*, gap, pancake28, "27 5 9 1 24 16 15 21 22 11 25 2 13 10 18 12 20 17 6 26 19 4 0 8 23 3 7 14", 26,26,11340,0.002799,4.05145e+06
X, a*, gap, pancake28, "25 3 14 12 1 16 20 21 24 15 2 23 6 11 22 17 10 13 8 0 19 7 18 5 27 9 4 26", 27,27,7317,0.001514,4.83289e+06
X, a*, gap, pancake28, "24 10 11 26 8 27 0 6 15 25 5 1 14 7 17 13 21 2 23 4 3 12 9 16 22 19 20 18", 26,25,57645,0.013574,4.24672e+06
X, a*, gap, pancake28, "1 12 25 22 14 4 3 24 27 11 2 5 21 6 9 26 7 19 17 18 13 8 0 15 16 20 10 23", 26,25,55188,0.012083,4.56741e+06
X, a*, gap, pancake28, "19 14 4 6 23 15 2 1 0 8 7 22 17 5 12 10 25 18 21 26 9 3 11 13 27 20 24 16", 26,25,891216,0.19894,4.47982e+06
X, a*, gap, pancake28, "21 1 16 17 15 14 20 27 25 4 8 22 24 9 10 11 6 23 5 13 0 19 18 12 2 7 3 26", 24,23,135027,0.028539,4.73132e+06
X, a*, gap, pancake28, "7 18 27 20 11 8 9 15 3 26 16 5 14 21 4 23 2 1 22 25 0 13 10 6 17 19 12 24", 26,26,44415,0.012443,3.56948e+06
X, a*, gap, pancake28, "5 19 11 16 0 18 8 25 27 21 2 24 20 7 9 10 1 22 6 15 26 23 4 14 13 17 12 3", 26,26,23841,0.00622,3.83296e+06
X, a*, gap, pancake28, "27 0 24 8 18 4 9 2 14 21 1 11 22 20 10 19 25 7 12 23 6 5 26 16 13 15 17 3", 28,27,863136,0.230568,3.74352e+06
X, a*, gap, pancake28, "26 24 17 7 21 4 20 14 13 10 3 27 9 16 18 1 23 19 2 15 8 12 0 5 22 6 25 11", 27,27,22032,0.005439,4.05074e+06
X, a*, gap, pancake28, "15 3 2 19 11 14 13 22 26 20 17 1 0 6 16 12 7 24 9 4 21 8 27 18 5 23 10 25", 26,25,187704,0.050114,3.74554e+06
X, a*, gap, pancake28, "4 18 2 24 21 14 17 13 7 15 26 22 19 6 27 1 11 25 20 0 10 8 3 12 5 9 23 16", 29,28,239031,0.057093,4.1867e+06
X, a*, gap, pancake28, "15 5 7 24 4 3 18 1 13 17 10 26 16 22 19 25 14 6 27 2 8 11 0 20 23 9 12 21", 28,27,126522,0.032617,3.87902e+06
X, a*, gap, pancake28, "20 9 2 16 25 13 10 14 0 21 24 22 17 11 3 6 18 1 15 26 27 5 23 8 7 19 12 4", 27,26,400140,0.123218,3.24742e+06
X, a*, gap, pancake28, "23 24 21 10 12 2 18 16 19 27 13 20 11 17 6 1 3 7 4 14 0 15 8 5 25 9 26 22", 27,27,14256,0.003184,4.47739e+06
X, a*, gap, pancake28, "10 5 7 18 13 3 19 16 20 8 15 12 6 21 1 22 9 25 27 23 14 24 0 17 4 2 26 11", 28,28,42336,0.009619,4.40129e+06
X, a*, gap, pancake28, "7 23 25 22 0 1 26 11 6 14 17 5 16 20 2 4 21 18 12 19 3 13 9 15 24 8 27 10", 27,27,25569,0.005486,4.66077e+06
X, a*, gap, pancake28, "7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15", 29,28,451143,0.09767,4.61905e+06
X, a*, gap, pancake28, "1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5", 26,25,129087,0.027247,4.73766e+06
X, a*, gap, pancake28, "24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26", 28,28,36234,0.007937,4.5652e+06
X, a*, gap, pancake28, "4 13 15 11 1 8 14 19 7 2 20 17 3 18 9 6 12 22 21 10 5 25 16 0 26 27 24 23", 26,25,60534,0.011736,5.15798e+06
X, a*, gap, pancake28, "2 24 20 27 22 19 7 8 0 21 6 13 4 3 15 16 5 17 25 14 23 26 12 9 11 10 18 1", 25,24,25893,0.005012,5.1662e+06
X, a*, gap, pancake28, "26 1 6 21 14 3 22 8 10 5 27 7 12 18 2 19 11 13 15 20 0 23 9 17 4 16 24 25", 28,27,219618,0.04663,4.7098e+06
X, a*, gap, pancake28, "20 23 7 5 6 11 12 8 1 14 16 9 18 0 3 19 22 27 25 26 24 17 21 10 15 4 13 2", 26,25,170883,0.036912,4.62947e+06
X, a*, gap, pancake28, "19 3 24 10 25 13 27 5 7 22 1 6 21 4 26 2 20 0 18 15 11 9 12 23 17 16 14 8", 28,27,395280,0.085212,4.63878e+06
X, a*, gap, pancake28, "23 13 24 10 11 27 22 19 20 4 8 12 5 9 18 16 7 14 17 6 2 26 3 0 25 1 21 15", 26,26,8154,0.0015,5.436e+06
X, a*, gap, pancake28, "10 13 3 7 14 5 17 18 22 21 15 12 6 20 25 2 1 16 24 8 9 19 0 23 27 26 11 4", 25,23,492453,0.098818,4.98343e+06
X, a*, gap, pancake28, "26 9 2 5 27 25 23 6 11 7 17 20 13 18 8 21 12 22 1 24 14 15 3 0 4 10 16 19", 27,27,42417,0.009297,4.56244e+06
X, a*, gap, pancake28, "16 5 17 22 10 20 6 3 15 11 1 12 18 21 7 25 13 26 27 4 8 2 9 14 23 19 24 0", 28,27,135567,0.027577,4.91594e+06
